代码	名称	涨幅%%	换手%%	细分行业	股东人数	人均持股	流通股本	总股本(万)	现价	上市日期	今开	最高	最低	昨收	市盈(动)	总金额	量比	未分利润	地区	总量	振幅%%	均价	内盘	外盘	内外比	
000036	华联控股	-10.10	          1.29	房地产开发	120060.00	          9361	     112388.77	     112388.77	2.67	19940617	2.97	2.99	2.67	2.97	   731.83	39702232	  3.35	41585.95	深圳	144678	10.77	2.74	83137	61541	  1.35	
002122	天马股份	-10.09	          1.68	通用机械	90543.00	         11651	     105489.92	     118800.00	3.83	20070328	4.21	4.29	3.83	4.26	   113.09	70234304	  2.27	238214.09	浙江	177216	10.80	3.96	116947	60269	  1.94	
600145	国创能源	-10.09	          2.02	煤炭开采	26581.00	         14209	      37768.50	      37768.50	3.83	19990923	4.26	4.26	3.83	4.26	   603.22	30112636	  2.49	-28807.98	贵州	76442	10.09	3.94	45202	31240	  1.45	
600217	秦岭水泥	-10.08	          1.65	建筑材料	78979.00	          8367	      66080.00	      66080.00	4.28	19991216	4.81	4.81	4.28	4.76	--  	48658916	  1.24	-89577.61	陕西	109123	11.13	4.46	63175	45948	  1.37	
002084	海鸥卫浴	-10.08	          1.70	家用轻工	29002.00	         10865	      31511.01	      40605.57	4.37	20061124	4.83	4.83	4.37	4.86	   163.99	24328558	  1.13	28029.51	广东	53477	 9.47	4.55	33695	19782	  1.70	
600800	天津磁卡	-10.07	          2.23	其他电子	72598.00	          8370	      60767.48	      61127.10	4.91	19931206	5.39	5.44	4.91	5.46	   164.67	68941992	  1.46	-70731.71	天津	135331	 9.71	5.09	85008	50323	  1.69	
000502	绿景控股	-10.07	          2.46	房地产开发	27767.00	          6602	      18332.91	      18481.96	5.00	19921123	5.52	5.52	5.00	5.56	--  	23168006	  2.50	-2321.80	广东	45079	 9.35	5.14	28238	16841	  1.68	
600620	天宸股份	-10.07	          2.90	房地产开发	37773.00	         12119	      45778.46	      45778.46	5.45	19921117	6.09	6.09	5.45	6.06	     4.20	76036728	  1.15	30754.98	上海	132781	10.56	5.73	77885	54896	  1.42	
000868	安凯客车	-10.06	          2.62	汽车整车	54604.00	         11422	      62369.58	      70342.00	4.29	19970725	4.75	4.75	4.29	4.77	   121.42	72391776	  0.83	17714.54	安徽	163294	 9.64	4.43	97558	65736	  1.48	
000979	中弘股份	-10.06	          0.77	房地产开发	31099.00	         32544	     101208.13	     101209.25	5.90	20000616	6.53	6.53	5.90	6.56	     8.22	47653368	  1.17	190509.63	安徽	77947	 9.60	6.11	45926	32021	  1.43	
600325	华发股份	-10.06	          2.20	房地产开发	64034.00	         12760	      81704.56	      81704.56	5.99	20040225	6.66	6.68	5.99	6.66	    14.12	111149736	  3.41	337533.19	广东	179930	10.36	6.18	99949	79981	  1.25	
600157	永泰能源	-10.06	          5.36	煤炭开采	50507.00	         28391	     143394.75	     176755.95	6.08	19980513	6.72	6.73	6.08	6.76	    12.13	480225600	  1.72	151911.52	山西	768091	 9.62	6.25	392705	375386	  1.05	
000537	广宇发展	-10.05	          1.46	房地产开发	57853.00	          8862	      51271.19	      51271.76	5.10	19931210	5.67	5.67	5.10	5.67	    48.58	39751152	  2.11	51916.15	天津	74848	10.05	5.31	46893	27955	  1.68	
600515	海岛建设	-10.05	          3.30	零售	32730.00	          9030	      29556.00	      42277.41	6.98	20020806	7.75	7.75	6.98	7.76	   697.63	70854248	  0.82	-31885.55	海南	97534	 9.92	7.26	54076	43458	  1.24	
000048	康达尔	-10.05	          1.27	饲料	19935.00	         19055	      37985.87	      39076.87	7.34	19941101	8.12	8.12	7.34	8.16	   524.36	36458812	  1.11	-3333.95	深圳	48079	 9.56	7.58	33934	14145	  2.40	
000030	富奥股份	-10.05	          2.06	综合	19474.00	          9499	      18497.61	     129869.52	5.91	19930929	6.62	6.62	5.91	6.57	    13.94	23434358	  1.38	140682.13	吉林	38153	10.81	6.14	21996	16157	  1.36	
002124	天邦股份	-10.04	          0.81	饲料	20760.00	          6665	      13837.50	      20550.00	6.00	20070403	6.62	6.65	6.00	6.67	--  	6987051	  1.60	16784.30	浙江	11162	 9.75	6.26	6434	4728	  1.36	
000498	山东路桥	-10.04	          1.60	化学纤维	55913.00	          7880	      44059.76	     112013.90	4.12	19970609	4.57	4.59	4.12	4.58	    38.88	30105990	  1.66	77696.80	山东	70711	10.26	4.26	46451	24260	  1.91	
000959	首钢股份	-10.04	          0.80	钢铁	230086.00	          5242	     120615.02	     296652.59	2.06	19991216	2.28	2.28	2.06	2.29	--  	20478646	  2.21	-40681.36	北京	96477	 9.61	2.12	60008	36469	  1.65	
600470	六国化工	-10.04	          1.99	化学制品	86970.00	          5997	      52160.00	      52160.00	6.27	20040305	6.96	6.96	6.27	6.97	    53.56	67596528	  1.90	42650.85	安徽	103826	 9.90	6.51	58432	45394	  1.29	
002490	山东墨龙	-10.04	          2.85	专用设备	45896.00	          3165	      14524.40	      79784.84	8.60	20101021	9.54	9.54	8.60	9.56	    96.71	36997768	  1.08	109083.47	山东	41405	 9.83	8.94	24963	16442	  1.52	
600148	长春一东	-10.04	          0.68	汽车部件	14554.00	          9724	      14151.63	      14151.63	6.45	19980520	7.18	7.18	6.45	7.17	   107.68	6429551	  2.34	5563.23	吉林	9561	10.18	6.72	6835	2726	  2.51	
002102	冠福家用	-10.04	          1.59	家用轻工	36026.00	          8457	      30467.90	      40926.00	4.39	20061229	4.89	4.89	4.39	4.88	   318.67	21816862	  1.56	10218.32	福建	48317	10.25	4.52	27789	20528	  1.35	
000026	飞亚达Ａ	-10.04	          3.61	家用轻工	30846.00	          4801	      14809.28	      39276.78	6.72	19930603	7.44	7.56	6.72	7.47	    18.98	37993384	  1.78	42174.81	深圳	53479	11.24	7.10	33815	19664	  1.72	
002629	仁智油服	-10.04	          5.15	采掘服务	14091.00	          8538	      12030.33	      17164.50	9.23	20111103	10.26	10.26	9.23	10.26	    79.83	59124988	  2.13	21851.92	四川	61970	10.04	9.54	30033	31937	  0.94	
002055	得润电子	-10.04	          3.25	电子制造	20569.00	         19556	      40223.87	      41451.21	9.59	20060725	10.70	10.72	9.59	10.66	    50.17	130022192	  1.58	36459.70	深圳	130766	10.60	9.94	71744	59022	  1.22	
000011	深物业A	-10.04	          5.22	房地产开发	45005.00	          3905	      17573.41	      59597.91	7.26	19920330	8.09	8.14	7.26	8.07	     4.58	69207416	  1.16	98245.18	深圳	91716	10.90	7.55	54069	37647	  1.44	
600691	阳煤化工	-10.04	          1.61	综合	4794.00	         59637	      28589.75	     146785.59	9.77	19931119	10.72	10.93	9.77	10.86	    46.98	46503996	  2.13	-4832.66	四川	45916	10.68	10.13	29982	15934	  1.88	
002283	天润曲轴	-10.04	          1.71	汽车部件	30884.00	         18113	      55941.17	      55941.17	4.93	20090821	5.50	5.50	4.93	5.48	    23.99	48824296	  1.20	56534.81	山东	95651	10.40	5.10	61056	34595	  1.76	
600766	园城黄金	-10.04	          1.33	房地产开发	8453.00	         26452	      22359.80	      22422.67	10.13	19961028	11.30	11.30	10.13	11.26	   302.29	30700032	  3.26	-42778.25	山东	29728	10.39	10.33	16301	13427	  1.21	
000159	国际实业	-10.04	          0.74	煤炭开采	83633.00	          5753	      48113.92	      48113.92	5.11	20000926	5.69	5.70	5.11	5.68	    24.18	19026746	  0.78	112487.05	新疆	35811	10.39	5.31	21420	14391	  1.49	
600810	神马股份	-10.04	          1.26	化学纤维	37762.00	         11712	      44228.00	      44228.00	5.11	19940106	5.66	5.67	5.11	5.68	--  	29583106	  0.94	-26710.21	河南	55737	 9.86	5.31	32823	22914	  1.43	
300073	当升科技	-10.03	          2.63	化工新材料	12750.00	         11931	      15211.75	      16000.00	9.15	20100427	10.01	10.10	9.15	10.17	--  	38581280	  0.87	7422.75	北京	39952	 9.34	9.66	25271	14681	  1.72	
002476	宝莫股份	-10.03	          5.86	化学制品	34520.00	          8715	      30083.78	      61200.00	6.28	20100915	6.92	6.96	6.28	6.98	    63.86	114943512	  1.05	20798.77	山东	176231	 9.74	6.52	101596	74635	  1.36	
600657	信达地产	-10.03	          0.57	房地产开发	48187.00	         31632	     152426.05	     152426.05	3.14	19930524	3.51	3.51	3.14	3.49	--  	27922058	  3.64	320926.81	北京	86396	10.60	3.23	52816	33580	  1.57	
600338	西藏珠峰	-10.03	          3.13	有色金属	14591.00	         10851	      15833.33	      15833.33	9.60	20001227	10.57	10.62	9.60	10.67	--  	49202136	  0.74	-23674.65	西藏	49623	 9.56	9.92	25920	23703	  1.09	
002596	海南瑞泽	-10.03	          7.43	建筑材料	21649.00	          4725	      10228.20	      21440.00	10.05	20110707	11.17	11.27	10.05	11.17	    71.91	79453776	  0.60	24621.30	海南	75993	10.92	10.46	43087	32906	  1.31	
000572	海马汽车	-10.03	          1.54	汽车整车	99966.00	         16422	     164166.59	     164463.64	3.41	19940808	3.81	3.81	3.41	3.79	    47.16	88990432	  1.28	120272.77	海南	253084	10.55	3.52	134615	118469	  1.14	
600507	方大特钢	-10.03	          0.79	钢铁	63206.00	         20576	     130053.04	     130053.04	3.41	20030930	3.78	3.78	3.41	3.79	     8.24	36704880	  1.07	53464.60	江西	102875	 9.76	3.57	67572	35303	  1.91	
000551	创元科技	-10.03	          2.74	综合	47863.00	          8094	      38740.85	      40008.03	6.91	19940106	7.68	7.80	6.91	7.68	    53.41	76701272	  0.76	42025.36	江苏	106011	11.59	7.24	59472	46539	  1.28	
600477	杭萧钢构	-10.02	          1.21	建筑装饰	53593.00	          8648	      46345.82	      46345.82	3.68	20031110	4.05	4.06	3.68	4.09	   314.12	21212420	  1.69	18817.35	浙江	55861	 9.29	3.80	34381	21480	  1.60	
600113	浙江东日	-10.02	          2.14	房地产开发	38169.00	          8347	      31860.00	      31860.00	7.45	19971021	8.20	8.24	7.45	8.28	   110.82	52718048	  1.14	9512.67	浙江	68108	 9.54	7.74	42200	25908	  1.63	
000666	经纬纺机	-10.02	          1.85	专用设备	41287.00	          5506	      22734.39	      70413.00	7.54	19961210	8.36	8.36	7.54	8.38	    12.81	33028090	  1.67	131240.13	北京	42028	 9.79	7.86	24270	17758	  1.37	
600369	西南证券	-10.02	          1.05	证券	64234.00	         25561	     164186.81	     232255.45	7.81	20010109	8.65	8.74	7.81	8.68	    34.00	138825152	  1.32	43224.73	重庆	171657	10.71	8.09	87568	84089	  1.04	
000823	超声电子	-10.02	          1.70	元件	63043.00	          6984	      44031.26	      44043.60	8.26	19971008	9.20	9.21	8.26	9.18	    50.64	63810120	  1.99	54856.91	广东	74833	10.35	8.53	42847	31986	  1.34	
600675	中华企业	-10.02	          1.72	房地产开发	164280.00	          9471	     155588.28	     155588.28	4.67	19930924	5.20	5.20	4.67	5.19	    15.05	129191424	  2.08	375965.22	上海	267453	10.21	4.83	119833	147620	  0.81	
600395	盘江股份	-10.02	          0.50	煤炭开采	73492.00	         22520	     165505.19	     165505.19	9.52	20010531	10.55	10.60	9.52	10.58	    30.65	82862216	  1.36	267938.56	贵州	83146	10.21	9.97	45818	37328	  1.23	
600684	珠江实业	-10.02	          2.74	房地产开发	40238.00	          7856	      31609.66	      31609.66	9.88	19931028	10.90	10.95	9.88	10.98	     7.23	88926768	  1.10	89511.26	广东	86534	 9.74	10.28	51471	35063	  1.47	
000001	平安银行	-10.02	          2.35	银行	256985.00	         19334	     496857.38	     819736.06	10.15	19910403	11.11	11.11	10.15	11.28	     5.80	1210827520	  2.26	2666600.00	深圳	1166671	 8.51	10.38	477849	688822	  0.69	
000758	中色股份	-10.02	          1.37	有色金属	139568.00	          6460	      90156.15	      98468.92	10.69	19970416	11.80	11.80	10.69	11.88	   121.89	138159968	  1.29	123462.87	北京	123950	 9.34	11.15	66491	57459	  1.16	
600540	新赛股份	-10.02	          2.14	种植业	40544.00	          7466	      30270.84	      30270.84	5.57	20040107	6.06	6.13	5.57	6.19	    55.10	37380396	  1.17	0.00	新疆	64629	 9.05	5.78	37701	26928	  1.40	
000739	普洛药业	-10.02	          3.20	化学制药	40267.00	         12749	      51338.08	      81545.57	5.75	19970509	6.33	6.33	5.75	6.39	    51.31	97311352	  1.99	43170.95	山东	164504	 9.08	5.92	101147	63357	  1.60	
600185	格力地产	-10.02	          1.00	房地产开发	31172.00	         18529	      57759.44	      57759.44	5.75	19990611	6.40	6.40	5.75	6.39	     9.41	34565756	  1.55	167183.92	广东	57748	10.17	5.99	40748	17000	  2.40	
002673	西部证券	-10.02	          5.03	证券	40608.00	          7922	      32168.39	     120000.00	11.68	20120503	12.98	12.98	11.68	12.98	    25.59	197679040	  1.24	76670.90	陕西	161693	10.02	12.23	91682	70011	  1.31	
600656	博元投资	-10.02	          1.79	综合	21754.00	          8749	      19032.83	      19034.36	5.84	19901219	6.49	6.49	5.84	6.49	    65.99	20601054	  1.06	-69480.15	广东	33978	10.02	6.06	21618	12360	  1.75	
300022	吉峰农机	-10.01	          3.13	零售	38553.00	          8207	      31642.08	      35740.00	6.02	20091030	6.60	6.66	6.02	6.69	   130.92	61875884	  1.19	16222.40	四川	99148	 9.57	6.24	62561	36587	  1.71	
600288	大恒科技	-10.01	          2.98	其他电子	57649.00	          7577	      43680.00	      43680.00	6.29	20001129	6.99	6.99	6.29	6.99	   142.90	85097936	  1.60	71482.08	北京	130335	10.01	6.53	72710	57625	  1.26	
000050	深天马Ａ	-10.01	          2.89	光学光电子	40576.00	         14152	      57421.50	      57423.75	12.76	19950315	14.25	14.25	12.76	14.18	  1256.48	220354192	  1.42	17004.55	深圳	166037	10.51	13.27	84263	81774	  1.03	
002460	赣锋锂业	-10.01	          4.63	有色金属	25514.00	          3098	       7905.08	      15280.09	19.32	20100810	21.50	21.54	19.32	21.47	    42.27	73879048	  1.29	18482.52	江西	36566	10.34	20.20	22068	14498	  1.52	
600582	天地科技	-10.01	          0.96	专用设备	24806.00	         48937	     121392.00	     121392.00	6.65	20020515	7.37	7.38	6.65	7.39	    18.31	80214704	  1.68	372706.38	北京	116030	 9.88	6.91	59594	56436	  1.06	
002587	奥拓电子	-10.01	          4.05	光学光电子	7408.00	          8072	       5980.06	      11055.00	13.66	20110610	15.09	15.20	13.66	15.18	    49.68	34706612	  0.82	12180.32	深圳	24209	10.14	14.34	13637	10572	  1.29	
002536	西泵股份	-10.01	          2.61	汽车部件	14070.00	          2861	       4025.80	       9600.00	14.11	20110111	15.48	15.57	14.11	15.68	    27.79	15720994	  0.83	24854.32	河南	10521	 9.31	14.94	6668	3853	  1.73	
601231	环旭电子	-10.01	         11.13	电子制造	13013.00	          8207	      10680.00	     101172.38	15.01	20120220	16.85	16.95	15.01	16.68	    22.81	185160384	  2.24	178246.61	上海	118823	11.63	15.58	49435	69388	  0.71	
600390	金瑞科技	-10.01	          4.75	金属非金属	24375.00	          6566	      16005.00	      19532.88	15.91	20010115	17.70	17.70	15.91	17.68	   118.72	125722888	  0.63	-5525.61	湖南	76011	10.12	16.54	39666	36345	  1.09	
600348	阳泉煤业	-10.01	          0.65	煤炭开采	214272.00	         11224	     240500.00	     240500.00	8.90	20030821	9.85	9.85	8.90	9.89	    10.63	146506160	  1.39	738907.88	山西	156472	 9.61	9.36	81564	74908	  1.09	
002362	汉王科技	-10.01	          5.33	计算机设备	34204.00	          3333	      11400.50	      21410.27	9.53	20100303	10.52	10.59	9.53	10.59	--  	60915868	  0.94	-28832.55	北京	60774	10.01	10.02	35923	24851	  1.45	
600048	保利地产	-10.01	          2.04	房地产开发	123695.00	         57706	     713799.44	     713799.44	9.53	20060731	10.58	10.58	9.53	10.59	    23.12	1443082112	  2.80	2449398.50	广东	1457609	 9.92	9.90	609514	848095	  0.72	
600490	中科合臣	-10.01	          0.88	有色金属	11963.00	         41378	      49500.00	      87000.00	10.07	20030626	11.24	11.24	10.07	11.19	    71.13	45627960	  1.44	-13935.50	上海	43408	10.46	10.51	30715	12693	  2.42	
600967	北方创业	-10.01	          2.93	非汽车交运	12087.00	         14332	      17323.00	      22856.33	22.12	20040518	24.60	24.78	22.12	24.58	    28.48	115115968	  2.30	38560.40	内蒙	50704	10.82	22.70	21395	29309	  0.73	
000656	金科股份	-10.01	          1.45	房地产开发	9962.00	         36592	      36452.89	     115854.00	11.60	19961128	12.80	12.89	11.60	12.89	     8.97	63332208	  1.42	524983.63	重庆	52782	10.01	12.00	35420	17362	  2.04	
300114	中航电测	-10.01	         10.08	仪器仪表	6453.00	          6721	       4336.79	      15600.00	14.03	20100827	15.48	15.48	14.03	15.59	    59.30	63137868	  0.76	10080.35	陕西	43714	 9.30	14.44	27665	16049	  1.72	
600705	中航投资	-10.01	          5.03	铁路运输	64665.00	          9250	      59815.48	     152247.03	15.74	19960516	17.22	17.23	15.74	17.49	    35.02	487521056	  1.81	155474.81	黑龙江	301165	 8.52	16.19	145450	155715	  0.93	
002480	新筑股份	-10.01	          2.50	通用机械	11365.00	         13949	      15853.08	      28000.00	16.19	20100921	17.90	18.01	16.19	17.99	--  	66478420	  1.06	26511.33	四川	39564	10.12	16.80	20651	18913	  1.09	
300137	先河环保	-10.01	          7.02	仪器仪表	20987.00	          5320	      11164.41	      15600.00	16.37	20101105	17.85	17.96	16.37	18.19	--  	134578304	  0.84	13304.07	河北	78361	 8.74	17.17	45620	32741	  1.39	
000563	陕国投Ａ	-10.01	          5.93	多元金融	41790.00	          8576	      35840.39	      57841.30	16.82	19940110	18.60	18.63	16.82	18.69	    32.96	373104384	  1.51	46407.00	陕西	212532	 9.68	17.56	138228	74304	  1.86	
300228	富瑞特装	-10.00	          3.90	金属制品	5154.00	         13490	       6952.99	      13400.00	78.29	20110608	87.03	87.03	78.29	86.99	    53.80	221252128	  1.29	30522.65	江苏	27147	10.05	81.50	14251	12896	  1.11	
